4080,20,26,24,03,23,08,03,08,20,23,24,26,16,2004-9-23
4081,03,24,05,32,21,27,03,05,21,24,27,32,06,2004-9-26
4082,24,20,29,03,30,27,03,20,24,27,29,30,15,2004-9-28
4083,16,33,28,14,30,27,14,16,27,28,30,33,06,2004-9-30
4084,21,08,04,25,01,11,01,04,08,11,21,25,14,2004-10-3
4085,29,11,08,32,03,30,03,08,11,29,30,32,01,2004-10-5
4086,19,10,27,25,13,18,10,13,18,19,25,27,01,2004-10-7
4087,26,08,25,03,01,07,01,03,07,08,25,26,14,2004-10-10
4088,19,10,22,02,24,32,02,10,19,22,24,32,14,2004-10-12
4089,14,25,17,28,30,20,14,17,20,25,28,30,14,2004-10-14
4090,01,24,20,32,18,33,01,18,20,24,32,33,12,2004-10-17
4091,33,13,14,30,21,09,09,13,14,21,30,33,01,2004-10-19
4092,28,08,01,31,13,04,01,04,08,13,28,31,02,2004-10-21
4093,11,33,32,14,27,20,11,14,20,27,32,33,05,2004-10-24
4094,09,05,10,24,25,13,05,09,10,13,24,25,08,2004-10-26
4095,22,19,28,32,30,27,19,22,27,28,30,32,01,2004-10-28
4096,16,30,04,12,01,20,01,04,12,16,20,30,15,2004-10-31
4097,26,31,10,29,20,19,10,19,20,26,29,31,14,2004-11-2
4098,13,12,26,25,03,31,03,12,13,25,26,31,03,2004-11-4
4099,10,22,05,33,26,21,05,10,21,22,26,33,02,2004-11-7
4100,08,14,33,06,09,24,06,08,09,14,24,33,15,2004-11-9
4101,26,02,25,09,14,19,02,09,14,19,25,26,15,2004-11-11
4102,32,12,09,28,03,15,03,09,12,15,28,32,01,2004-11-14
4103,05,02,09,21,16,03,02,03,05,09,16,21,02,2004-11-16
4104,17,18,11,29,24,07,07,11,17,18,24,29,05,2004-11-18
4105,09,21,07,23,10,30,07,09,10,21,23,30,12,2004-11-21
4106,26,23,15,29,28,10,10,15,23,26,28,29,12,2004-11-23
4107,20,18,01,08,13,12,01,08,12,13,18,20,07,2004-11-25
4108,27,14,28,31,08,13,08,13,14,27,28,31,12,2004-11-28
4109,17,08,10,06,31,30,06,08,10,17,30,31,14,2004-11-30
4110,19,14,20,21,31,22,14,19,20,21,22,31,11,2004-12-2
4111,31,26,18,20,16,11,11,16,18,20,26,31,02,2004-12-5
4112,21,15,09,13,33,26,09,13,15,21,26,33,06,2004-12-7
4113,08,32,10,25,31,23,08,10,23,25,31,32,07,2004-12-10
4114,09,06,22,01,17,21,01,06,09,17,21,22,01,2004-12-13
4115,20,33,16,30,02,31,02,16,20,30,31,33,01,2004-12-14
4116,14,33,03,01,05,08,01,03,05,08,14,33,03,2004-12-16
4117,25,03,14,24,07,01,01,03,07,14,24,25,07,2004-12-19
4118,12,07,30,03,04,31,03,04,07,12,30,31,15,2004-12-21
4119,20,25,06,18,09,33,06,09,18,20,25,33,06,2004-12-23
4120,07,27,08,21,32,18,07,08,18,21,27,32,10,2004-12-26
4121,32,30,18,07,13,16,07,13,16,18,30,32,10,2004-12-28
4122,31,14,11,22,03,24,03,11,14,22,24,31,15,2004-12-30
5001,08,27,28,23,01,07,01,07,08,23,27,28,14,2005-1-2
5002,09,26,28,33,20,06,06,09,20,26,28,33,14,2005-1-4
5003,22,12,19,31,15,09,09,12,15,19,22,31,16,2005-1-6
5004,08,09,01,22,23,04,01,04,08,09,22,23,03,2005-1-9
5005,28,09,20,26,33,05,05,09,20,26,28,33,15,2005-1-11
5006,31,05,02,21,04,15,02,04,05,15,21,31,16,2005-1-13
5007,33,07,20,17,15,23,07,15,17,20,23,33,15,2005-1-16
5008,33,32,11,22,27,19,11,19,22,27,32,33,11,2005-1-18
5009,31,02,29,22,17,27,02,17,22,27,29,31,14,2005-1-20
5010,18,08,11,26,25,10,08,10,11,18,25,26,01,2005-1-23
5011,09,13,15,30,11,22,09,11,13,15,22,30,15,2005-1-25
5012,06,02,22,16,31,03,02,03,06,16,22,31,05,2005-1-27
5013,20,07,24,19,08,16,07,08,16,19,20,24,06,2005-1-30
5014,32,21,19,30,13,23,13,19,21,23,30,32,05,2005-2-1
5015,04,09,08,16,29,17,04,08,09,16,17,29,15,2005-2-3
5016,12,01,30,06,16,05,01,05,06,12,16,30,15,2005-2-6
5017,25,10,31,27,02,06,02,06,10,25,27,31,03,2005-2-16
5018,23,25,22,01,06,03,01,03,06,22,23,25,06,2005-2-17
5019,12,06,11,19,13,22,06,11,12,13,19,22,08,2005-2-20
5020,20,25,19,29,14,16,14,16,19,20,25,29,05,2005-2-22
5021,31,24,26,30,06,02,02,06,24,26,30,31,16,2005-2-24
5022,10,32,08,33,12,21,08,10,12,21,32,33,04,2005-2-27
5023,19,20,21,10,25,15,10,15,19,20,21,25,12,2005-3-1
5024,09,27,14,05,31,32,05,09,14,27,31,32,13,2005-3-3
5025,32,07,13,10,11,01,01,07,10,11,13,32,07,2005-3-6
5026,06,26,14,25,12,20,06,12,14,20,25,26,07,2005-3-8
5027,03,01,32,06,21,04,01,03,04,06,21,32,15,2005-3-10
5028,09,26,25,32,22,04,04,09,22,25,26,32,10,2005-3-13
5029,02,14,21,22,30,27,02,14,21,22,27,30,14,2005-3-15
5030,09,22,28,14,05,01,01,05,09,14,22,28,05,2005-3-17
5031,16,20,32,10,04,23,04,10,16,20,23,32,07,2005-3-20
5032,19,20,15,25,05,29,05,15,19,20,25,29,03,2005-3-22
5033,08,07,20,12,14,19,07,08,12,14,19,20,07,2005-3-24
5034,28,17,05,25,32,18,05,17,18,25,28,32,09,2005-3-27
5035,21,28,29,30,16,12,12,16,21,28,29,30,14,2005-3-29
5036,26,19,31,21,12,20,12,19,20,21,26,31,15,2005-3-31
5037,32,07,14,24,22,12,07,12,14,22,24,32,16,2005-4-3
5038,28,11,27,20,07,04,04,07,11,20,27,28,16,2005-4-5
5039,16,21,02,19,29,18,02,16,18,19,21,29,09,2005-4-7
5040,30,21,24,32,12,01,01,12,21,24,30,32,13,2005-4-10
5041,16,23,11,29,24,02,02,11,16,23,24,29,03,2005-4-12
5042,30,16,27,26,11,21,11,16,21,26,27,30,15,2005-4-14
5043,04,05,08,07,32,06,04,05,06,07,08,32,05,2005-4-17
5044,18,22,06,17,16,01,01,06,16,17,18,22,09,2005-4-19
5045,18,07,15,10,01,20,01,07,10,15,18,20,10,2005-4-21
5046,16,09,22,18,24,20,09,16,18,20,22,24,05,2005-4-24
5047,07,05,02,03,08,27,02,03,05,07,08,27,15,2005-4-26
5048,16,10,06,28,07,08,06,07,08,10,16,28,02,2005-4-28
5049,02,03,08,27,10,25,02,03,08,10,25,27,12,2005-5-1
5050,02,26,32,09,20,12,02,09,12,20,26,32,13,2005-5-3
5051,21,14,20,03,19,06,03,06,14,19,20,21,02,2005-5-5
5052,01,14,17,32,02,30,01,02,14,17,30,32,01,2005-5-8
5053,04,07,14,29,27,10,04,07,10,14,27,29,09,2005-5-10
5054,29,17,13,05,18,21,05,13,17,18,21,29,14,2005-5-12
5055,30,05,32,22,20,33,05,20,22,30,32,33,09,2005-5-15
5056,19,31,27,17,12,29,12,17,19,27,29,31,09,2005-5-17
5057,06,05,15,10,30,31,05,06,10,15,30,31,13,2005-5-19
5058,06,21,26,10,25,04,04,06,10,21,25,26,10,2005-5-22
5059,24,07,11,18,14,29,07,11,14,18,24,29,07,2005-5-24
5060,33,25,09,21,12,31,09,12,21,25,31,33,13,2005-5-26
5061,09,24,23,14,21,05,05,09,14,21,23,24,01,2005-5-29
5062,02,11,23,12,07,20,02,07,11,12,20,23,07,2005-5-31
5063,18,30,02,13,22,11,02,11,13,18,22,30,04,2005-6-2
5064,18,32,30,10,27,23,10,18,23,27,30,32,08,2005-6-5
5065,12,16,21,17,23,22,12,16,17,21,22,23,16,2005-6-7
5066,02,04,10,25,28,11,02,04,10,11,25,28,05,2005-6-9
5067,16,26,21,03,20,12,03,12,16,20,21,26,16,2005-6-12
5068,33,01,25,08,13,10,01,08,10,13,25,33,13,2005-6-14
5069,33,07,31,24,09,21,07,09,21,24,31,33,12,2005-6-16
5070,04,08,26,14,16,03,03,04,08,14,16,26,04,2005-6-19
5071,08,16,14,12,04,22,04,08,12,14,16,22,10,2005-6-21
5072,20,06,24,33,10,19,06,10,19,20,24,33,11,2005-6-23
5073,01,09,06,08,18,20,01,06,08,09,18,20,01,2005-6-26
5074,29,26,06,18,09,20,06,09,18,20,26,29,09,2005-6-28
5075,16,18,11,13,31,14,11,13,14,16,18,31,14,2005-6-30
5076,04,22,28,11,25,09,04,09,11,22,25,28,13,2005-7-3
5077,22,17,33,24,08,32,08,17,22,24,32,33,16,2005-7-5
5078,15,20,32,26,03,11,03,11,15,20,26,32,11,2005-7-7
5079,24,28,25,03,09,20,03,09,20,24,25,28,05,2005-7-10
5080,14,12,32,26,27,01,01,12,14,26,27,32,16,2005-7-12
5081,10,02,30,26,12,04,02,04,10,12,26,30,03,2005-7-14
5082,07,01,19,20,11,14,01,07,11,14,19,20,12,2005-7-17
5083,05,16,09,03,14,30,03,05,09,14,16,30,13,2005-7-19
5084,01,07,15,02,20,19,01,02,07,15,19,20,03,2005-7-21
5085,22,14,08,13,09,20,08,09,13,14,20,22,12,2005-7-24
5086,24,11,07,12,27,29,07,11,12,24,27,29,12,2005-7-26
5087,23,15,16,08,09,26,08,09,15,16,23,26,08,2005-7-28
5088,24,18,03,20,07,01,01,03,07,18,20,24,07,2005-7-31
5089,05,26,19,31,23,20,05,19,20,23,26,31,12,2005-8-2
5090,09,21,25,29,01,32,01,09,21,25,29,32,03,2005-8-4
5091,27,12,26,15,11,01,01,11,12,15,26,27,13,2005-8-7
5092,08,31,19,28,26,13,08,13,19,26,28,31,10,2005-8-9
5093,23,06,29,25,17,04,04,06,17,23,25,29,14,2005-8-11
5094,33,27,03,05,09,23,03,05,09,23,27,33,03,2005-8-14
5095,12,28,09,29,18,21,09,12,18,21,28,29,05,2005-8-16
5096,26,17,04,33,05,18,04,05,17,18,26,33,04,2005-8-18
5097,28,10,05,27,30,23,05,10,23,27,28,30,15,2005-8-21
5098,33,15,12,31,22,19,12,15,19,22,31,33,01,2005-8-23
5099,16,13,31,10,24,22,10,13,16,22,24,31,09,2005-8-25
5100,04,02,31,09,14,16,02,04,09,14,16,31,03,2005-8-28
5101,22,09,19,21,16,24,09,16,19,21,22,24,12,2005-8-30
5102,14,06,05,24,02,31,02,05,06,14,24,31,12,2005-9-1
5103,04,18,30,16,23,07,04,07,16,18,23,30,07,2005-9-4
5104,04,02,23,21,30,33,02,04,21,23,30,33,09,2005-9-6
5105,23,15,32,04,33,30,04,15,23,30,32,33,03,2005-9-8
5106,13,31,01,11,24,26,01,11,13,24,26,31,13,2005-9-11
5107,09,25,26,24,10,20,09,10,20,24,25,26,11,2005-9-13
5108,12,30,29,10,03,24,03,10,12,24,29,30,06,2005-9-15
5109,31,03,17,15,05,13,03,05,13,15,17,31,04,2005-9-18
5110,07,10,16,19,24,25,07,10,16,19,24,25,09,2005-9-20
5111,03,07,15,16,19,29,03,07,15,16,19,29,09,2005-9-22
5112,30,29,04,28,12,22,04,12,22,28,29,30,16,2005-9-25
5113,26,18,27,22,20,15,15,18,20,22,26,27,03,2005-9-27
5114,15,21,10,27,07,06,06,07,10,15,21,27,06,2005-9-29
5115,33,18,03,12,23,30,03,12,18,23,30,33,02,2005-10-2
5116,15,30,14,06,08,04,04,06,08,14,15,30,10,2005-10-4
5117,28,22,27,06,17,32,06,17,22,27,28,32,03,2005-10-6
5118,15,04,09,26,12,31,04,09,12,15,26,31,16,2005-10-9
5119,01,20,11,18,22,07,01,07,11,18,20,22,02,2005-10-11
5120,18,06,01,13,32,30,01,06,13,18,30,32,14,2005-10-13
5121,32,31,07,25,01,20,01,07,20,25,31,32,12,2005-10-16
5122,32,14,01,30,04,07,01,04,07,14,30,32,09,2005-10-18
5123,13,18,12,25,11,17,11,12,13,17,18,25,07,2005-10-20
5124,05,31,06,19,33,10,05,06,10,19,31,33,11,2005-10-23
5125,06,31,14,18,32,28,06,14,18,28,31,32,03,2005-10-25
5126,13,26,19,08,25,02,02,08,13,19,25,26,09,2005-10-27
5127,04,25,11,23,06,14,04,06,11,14,23,25,12,2005-10-30
5128,14,23,29,02,04,33,02,04,14,23,29,33,15,2005-11-1
5129,14,20,10,27,05,33,05,10,14,20,27,33,03,2005-11-3
5130,25,20,15,09,03,05,03,05,09,15,20,25,16,2005-11-6
5131,02,12,07,10,11,24,02,07,10,11,12,24,03,2005-11-8
5132,18,10,04,29,27,02,02,04,10,18,27,29,15,2005-11-10
5133,18,14,07,01,25,16,01,07,14,16,18,25,11,2005-11-13
5134,04,13,26,14,30,18,04,13,14,18,26,30,01,2005-11-15
5135,13,01,15,05,25,21,01,05,13,15,21,25,11,2005-11-17
5136,27,16,05,25,14,18,05,14,16,18,25,27,13,2005-11-20
5137,09,23,33,25,15,03,03,09,15,23,25,33,12,2005-11-22
5138,03,20,05,22,11,06,03,05,06,11,20,22,13,2005-11-24
5139,02,33,07,23,20,32,02,07,20,23,32,33,10,2005-11-27
5140,04,08,12,17,07,06,04,06,07,08,12,17,07,2005-11-29
5141,03,16,19,05,12,08,03,05,08,12,16,19,15,2005-12-1
5142,07,17,10,29,22,12,07,10,12,17,22,29,05,2005-12-4
5143,10,17,32,03,15,20,03,10,15,17,20,32,08,2005-12-6
5144,15,19,14,01,27,08,01,08,14,15,19,27,09,2005-12-8
5145,20,28,07,03,17,08,03,07,08,17,20,28,15,2005-12-11
5146,07,24,11,28,19,20,07,11,19,20,24,28,02,2005-12-13
5147,07,28,06,15,30,27,06,07,15,27,28,30,10,2005-12-15
5148,03,29,15,23,24,17,03,15,17,23,24,29,13,2005-12-18
5149,16,11,25,23,21,32,11,16,21,23,25,32,07,2005-12-20
5150,14,20,18,10,03,07,03,07,10,14,18,20,02,2005-12-22
5151,19,04,13,12,30,11,04,11,12,13,19,30,05,2005-12-25
5152,12,27,14,05,21,01,01,05,12,14,21,27,03,2005-12-27
5153,07,04,05,21,26,29,04,05,07,21,26,29,01,2005-12-29
6001,28,12,15,21,19,01,01,12,15,19,21,28,03,2006-1-1
6002,13,28,07,21,26,16,07,13,16,21,26,28,09,2006-1-3
6003,16,04,05,02,06,20,02,04,05,06,16,20,12,2006-1-5
6004,04,08,17,27,31,28,04,08,17,27,28,31,07,2006-1-8
6005,19,24,20,27,03,26,03,19,20,24,26,27,11,2006-1-10
6006,, , , , , ,08,21,22,23,26,32,14,2006-1-12
6007,32,27,33,16,18,04,04,16,18,27,32,33,07,2006-1-15
6008,18,28,05,03,32,09,03,05,09,18,28,32,16,2006-1-17
6009,26,08,05,20,30,06,05,06,08,20,26,30,06,2006-1-19
6010,04,29,06,19,12,27,04,06,12,19,27,29,08,2006-1-22
6011,31,08,05,27,07,14,05,07,08,14,27,31,11,2006-1-24
6012,31,09,11,33,13,27,09,11,13,27,31,33,10,2006-1-26
6013,16,05,01,21,06,12,01,05,06,12,16,21,11,2006-2-5
6014,32,33,14,29,06,26,06,14,26,29,32,33,07,2006-2-7
6015,29,09,32,02,03,15,02,03,09,15,29,32,03,2006-2-9
6016,01,07,17,23,30,13,01,07,13,17,23,30,16,2006-2-12
6017,31,08,33,04,32,03,03,04,08,31,32,33,02,2006-2-14
6018,17,26,24,14,01,13,01,13,14,17,24,26,05,2006-2-16
6019,22,13,32,06,26,04,04,06,13,22,26,32,07,2006-2-19
6020,26,21,23,05,29,09,05,09,21,23,26,29,06,2006-2-21
6021,21,22,01,02,20,05,01,02,05,20,21,22,09,2006-2-23
6022,04,03,16,13,27,02,02,03,04,13,16,27,13,2006-2-26
6023,13,14,04,19,23,28,04,13,14,19,23,28,08,2006-2-28
6024,02,11,27,09,07,21,02,07,09,11,21,27,06,2006-3-2
6025,24,03,17,04,19,32,03,04,17,19,24,32,05,2006-3-5
